,Date,Symbol,close_price,medrv
27152,03/26/2012,7Yr,1.65,0
27151,03/27/2012,7Yr,1.59,0
27150,03/28/2012,7Yr,1.6,0
27149,03/29/2012,7Yr,1.57,0
27148,03/30/2012,7Yr,1.61,0
27147,04/02/2012,7Yr,1.6,0
27146,04/03/2012,7Yr,1.68,0
27145,04/04/2012,7Yr,1.62,0
27144,04/05/2012,7Yr,1.56,0
27143,04/06/2012,7Yr,1.42,0
27142,04/09/2012,7Yr,1.42,0
27141,04/10/2012,7Yr,1.37,0
27140,04/11/2012,7Yr,1.41,0
27139,04/12/2012,7Yr,1.44,0
27138,04/13/2012,7Yr,1.39,0
27137,04/16/2012,7Yr,1.37,0
27136,04/17/2012,7Yr,1.4,0
27135,04/18/2012,7Yr,1.38,0
27134,04/19/2012,7Yr,1.37,0
27133,04/20/2012,7Yr,1.38,0
27132,04/23/2012,7Yr,1.34,0
27131,04/24/2012,7Yr,1.37,0
27130,04/25/2012,7Yr,1.38,0
27129,04/26/2012,7Yr,1.36,0
27128,04/27/2012,7Yr,1.34,0
27127,04/30/2012,7Yr,1.33,0
27126,05/01/2012,7Yr,1.35,0
27125,05/02/2012,7Yr,1.33,0
27124,05/03/2012,7Yr,1.34,0
27123,05/04/2012,7Yr,1.28,0
27122,05/07/2012,7Yr,1.29,0
27121,05/08/2012,7Yr,1.26,0
27120,05/09/2012,7Yr,1.26,0
27119,05/10/2012,7Yr,1.28,0
27118,05/11/2012,7Yr,1.24,0
27117,05/14/2012,7Yr,1.2,0
27116,05/15/2012,7Yr,1.19,0
27115,05/16/2012,7Yr,1.19,0
27114,05/17/2012,7Yr,1.16,0
27113,05/18/2012,7Yr,1.16,0
27112,05/21/2012,7Yr,1.18,0
27111,05/22/2012,7Yr,1.2,0
27110,05/23/2012,7Yr,1.15,0
27109,05/24/2012,7Yr,1.2,0
27108,05/25/2012,7Yr,1.17,0
27107,05/29/2012,7Yr,1.17,0
27106,05/30/2012,7Yr,1.06,0
27105,05/31/2012,7Yr,1.03,0
27104,06/01/2012,7Yr,0.93,0
27103,06/04/2012,7Yr,1.01,0
27102,06/05/2012,7Yr,1.04,0
27101,06/06/2012,7Yr,1.11,0
27100,06/07/2012,7Yr,1.1,0
27099,06/08/2012,7Yr,1.09,0
27098,06/11/2012,7Yr,1.05,0
27097,06/12/2012,7Yr,1.12,0
27096,06/13/2012,7Yr,1.06,0
27095,06/14/2012,7Yr,1.1,0
27094,06/15/2012,7Yr,1.06,0
27093,06/18/2012,7Yr,1.06,0
27092,06/19/2012,7Yr,1.09,0
27091,06/20/2012,7Yr,1.12,0
27090,06/21/2012,7Yr,1.1,0
27089,06/22/2012,7Yr,1.15,0
27088,06/25/2012,7Yr,1.1,0
27087,06/26/2012,7Yr,1.12,0
27086,06/27/2012,7Yr,1.1,0
27085,06/28/2012,7Yr,1.06,0
27084,06/29/2012,7Yr,1.11,0
27083,07/02/2012,7Yr,1.04,0
27082,07/03/2012,7Yr,1.08,0
27081,07/05/2012,7Yr,1.05,0
27080,07/06/2012,7Yr,1.01,0
27079,07/09/2012,7Yr,0.98,0
27078,07/10/2012,7Yr,0.98,0
27077,07/11/2012,7Yr,0.99,0
27076,07/12/2012,7Yr,0.98,0
27075,07/13/2012,7Yr,0.99,0
27074,07/16/2012,7Yr,0.97,0
27073,07/17/2012,7Yr,0.99,0
27072,07/18/2012,7Yr,0.97,0
